Boatswain,1745186762,73.5,Pirate #1141
Boatswain,1757833293,65,Pirate #1899
Boatswain,1761130842,85,Pirate #1260
Boatswain,1761130842,100,Pirate #164
Boatswain,1770103481,147,Pirate #1846
Boatswain,1775022406,147,Pirate #699
Boatswain,1784652177,190,Pirate #1351
Captain,1742029849,2.5,Pirate #1472
Captain,1753449574,250,Pirate #812
Captain,1763048209,600,Pirate #975
Captain,1789560748,1960,Pirate #1649
Carpenter,1735290418,15,Pirate #297
Carpenter,1735377231,32.1551,Pirate #1506
Carpenter,1736743369,20,Pirate #1982
Carpenter,1742511336,23.2396,Pirate #1592
Carpenter,1745181767,35.3542,Pirate #498
Carpenter,1745187837,44,Pirate #1417
Carpenter,1745216797,37,Pirate #1489
Carpenter,1748554302,23,Pirate #1144
Carpenter,1748554302,27,Pirate #11
Carpenter,1768011252,59,Pirate #11
Carpenter,1769678143,68.6,Pirate #1522
Carpenter,1770102802,65,Pirate #1029
Carpenter,1788873467,77,Pirate #1417
Carpenter,1788873467,78,Pirate #944
Carpenter,1788873467,79,Pirate #967
Cook,1734809725,15,Pirate #1525
Cook,1735377242,32.1551,Pirate #955
Cook,1739641566,25.1551,Pirate #1258
Cook,1744399554,25.1551,Pirate #1527
Cook,1744402940,48.1551,Pirate #480
Cook,1745076479,30.1551,Pirate #987
Cook,1745216002,31,Pirate #106
Cook,1745216797,30.1551,Pirate #414
Cook,1764731803,31,Pirate #1159
Cook,1764745770,38.3356,Pirate #106
Cook,1765944424,30,Pirate #1381
Cook,1768016660,50.1551,Pirate #1939
Cook,1768083880,62,Pirate #538
Cook,1772689357,62.5869,Pirate #1949
Cook,1772712331,78.1649,Pirate #302
Deckhand,1734723500,15,Pirate #731
Deckhand,1734809000,15,Pirate #877
Deckhand,1735291616,15,Pirate #7
Deckhand,1735377611,22.1551,Pirate #1881
Deckhand,1740622666,20.1551,Pirate #1254
Deckhand,1743478390,2.5,Pirate #147
Deckhand,1744324877,23.1294,Pirate #1027
Deckhand,1744386878,27,Pirate #1859
Deckhand,1744412186,25.1551,Pirate #1684
Deckhand,1745186693,29,Pirate #151
Deckhand,1745216002,31,Pirate #100
Deckhand,1745216002,27,Pirate #1850
Deckhand,1757734548,24.1551,Pirate #1850
Deckhand,1758267606,24.2453,Pirate #513
Deckhand,1761130690,25.1551,Pirate #1564
Deckhand,1764199377,22.1551,Pirate #1530
Deckhand,1764378077,21.1551,Pirate #1521
Deckhand,1764675850,21.1551,Pirate #220
Deckhand,1764675850,21.1551,Pirate #823
Deckhand,1764731725,22.1551,Pirate #1194
Deckhand,1764731853,28.1341,Pirate #548
Deckhand,1764745770,32.119,Pirate #1512
Deckhand,1768011257,45.1551,Pirate #1431
Deckhand,1768011257,39,Pirate #1509
Deckhand,1768020252,41,Pirate #1804
Deckhand,1768206890,32.1551,Pirate #571
Deckhand,1768206890,32.1551,Pirate #665
Deckhand,1768222875,42.1551,Pirate #1644
Deckhand,1768222875,39,Pirate #1540
Deckhand,1770999536,34.1551,Pirate #1456
Deckhand,1771105236,34,Pirate #1178
Deckhand,1771905228,40.1551,Pirate #191
Deckhand,1775086247,48,Pirate #445
Deckhand,1776214381,32.1551,Pirate #574
Deckhand,1778629961,19,Pirate #1509
Deckhand,1778631527,20,Pirate #1431
Deckhand,1778631527,32,Pirate #737
Deckhand,1779057172,19,Pirate #1194
Deckhand,1779057172,19,Pirate #1540
Deckhand,1780593405,16,Pirate #1644
Deckhand,1788873467,39,Pirate #100
Deckhand,1788873467,39,Pirate #1375
Deckhand,1788873467,44,Pirate #1541
Deckhand,1788873467,39,Pirate #1564
Deckhand,1788873467,39,Pirate #731
Deckhand,1788873467,55,Pirate #868
First Mate,1748901925,249,Pirate #1447
First Mate,1754706534,70,Pirate #2
Gunner,1734933369,30,Pirate #410
Gunner,1745187493,68.6,Pirate #1285
Gunner,1745187627,68.6,Pirate #12
Gunner,1745188670,70.56,Pirate #1216
Gunner,1748513509,18,Pirate #1545
Gunner,1757645837,49.0676,Pirate #1216
Gunner,1757645837,50.0898,Pirate #453
Gunner,1761285590,24.9925,Pirate #1830
Gunner,1767333480,59,Pirate #1359
Gunner,1769678143,98,Pirate #1222
Gunner,1770103378,117.6,Pirate #1503
Gunner,1788053650,50,Pirate #1216
Lookout,1735436671,22.1551,Pirate #209
Lookout,1737336666,22.1551,Pirate #271
Lookout,1738279733,20.0973,Pirate #746
Lookout,1742776829,23.1551,Pirate #865
Lookout,1743023814,22.1551,Pirate #916
Lookout,1745181767,24.9559,Pirate #536
Lookout,1745191128,20,Pirate #685
Lookout,1745216002,27,Pirate #1776
Lookout,1757720262,21.1551,Pirate #1776
Lookout,1758267606,22.137,Pirate #1268
Lookout,1758267606,21.0829,Pirate #129
Lookout,1761130673,20.1551,Pirate #1268
Lookout,1761130749,28.1551,Pirate #1010
Lookout,1761130749,28.1551,Pirate #560
Lookout,1761130909,32.1551,Pirate #466
Lookout,1764731853,29.1761,Pirate #1341
Lookout,1767595322,29.1551,Pirate #215
Lookout,1768247452,29.1551,Pirate #1858
Lookout,1769211760,31,Pirate #1073
Lookout,1772690067,45.6436,Pirate #229
Lookout,1773668540,44,Pirate #1353
Lookout,1773668594,44,Pirate #1230
Lookout,1778631527,30,Pirate #129
Lookout,1782858260,18,Pirate #772
Navigator,1754682598,50,Pirate #1936
Navigator,1764163517,69,Pirate #502
Quartermaster,1739825053,2.5,Pirate #777
Quartermaster,1741291227,2.5,Pirate #700
Quartermaster,1745187446,83.3,Pirate #1035
Quartermaster,1757645837,85.1527,Pirate #1709
Sailmaker,1735290794,30,Pirate #185
Sailmaker,1736806965,21.1551,Pirate #920
Sailmaker,1737678110,20,Pirate #1192
Sailmaker,1737945247,22.1551,Pirate #708
Sailmaker,1738279733,22.2128,Pirate #1504
Sailmaker,1740622666,20.1551,Pirate #351
Sailmaker,1744669249,44.1551,Pirate #1384
Sailmaker,1745216797,34,Pirate #1023
Sailmaker,1745216797,37,Pirate #1032
Sailmaker,1747085759,25.1551,Pirate #59
Sailmaker,1747727090,49,Pirate #216
Sailmaker,1750706185,35.1551,Pirate #315
Sailmaker,1756107045,24,Pirate #447
Sailmaker,1756107097,24,Pirate #577
Sailmaker,1764377759,27.1551,Pirate #1021
Sailmaker,1764731639,53.9,Pirate #1017
Sailmaker,1768283338,97.5,Pirate #1725
Sailmaker,1769678143,53.9,Pirate #1801
Sailmaker,1770103481,97.5,Pirate #1289
Sailmaker,1770103481,68,Pirate #1314
Sailmaker,1772690018,100,Pirate #1170
Sailmaker,1782895601,32,Pirate #1725
Sailmaker,1788873467,56,Pirate #1195
Sailmaker,1788873467,55,Pirate #1378
Sailmaker,1788873467,60,Pirate #1580
Sailmaker,1788873467,58,Pirate #216
